name,author,rating,review,price,year,genre,image,description
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,10,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/weHxzQEACAAJ?fife=w400-h600&source=gbs_api,"“A fun way to get kids interested in Harry Potter also interested in food.” —New York Magazine Conjure up feasts that rival the Great Hall’s, sweets fit for the Minister of Magic, snacks you’d find on the Hogwarts Express, and more! This bestselling unofficial Harry Potter cookbook is perfect for chefs of all ages, from new readers to longtime fans—no wands required! Bangers and mash with Harry, Ron, and Hermione in the Hogwarts dining hall. A proper cuppa tea and rock cakes in Hagrid's hut. Cauldron cakes and pumpkin juice on the Hogwarts Express. With this cookbook, dining a la Hogwarts is as easy as Banoffee Pie! With more than 150 easy-to-make recipes, tips, and techniques, you can indulge in spellbindingly delicious meals drawn straight from the pages of your favorite Potter stories, such as: Treacle Tart--Harry's favorite dessert Molly's Meat Pies--Mrs. Weasley's classic dish Kreacher's French Onion Soup Pumpkin Pasties--a staple on the Hogwarts Express cart With a dash of magic and a drop of creativity, you'll conjure up the entrees, desserts, snacks, and drinks you need to transform ordinary Muggle meals into magical culinary masterpieces, sure to make even Mrs. Weasley proud!"
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/XP1EDQAAQBAJ?fife=w400-h600&source=gbs_api,"The all-time classic picture book, from generation to generation, sold somewhere in the world every 30 seconds! Have you shared it with a child or grandchild in your life? For the first time, Eric Carle’s The Very Hungry Caterpillar is now available in e-book format, perfect for storytime anywhere. As an added bonus, it includes read-aloud audio of Eric Carle reading his classic story. This fine audio production pairs perfectly with the classic story, and it makes for a fantastic new way to encounter this famous, famished caterpillar."
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/NUK2DwAAQBAJ?fife=w400-h600&source=gbs_api,"""This is the first time / There's ever been you, / So I wonder what wonderful things / You will do."" In this timeless poem about growing up, Emily Windfield Martin explores all the things you can choose to be, from brave and bold to creative and wise. Filled with beautiful, quirky illustrations and clever rhyme, grown-ups will love reading this book to their children at any age, as they lovingly consider all the possibilities that lie ahead. Its enduring message of love and acceptance as children grow and change is both universal and poignant, and it one to share over and over again."
The Wonky Donkey,Craig Smith,4.8,30183,4,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/t6lYb7WDHHoC?fife=w400-h600&source=gbs_api,"While walking down the road, the narrator sees a donkey that he shares more about as the story progresses."
To Kill a Mockingbird,Harper Lee,4.8,26234,7,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/PGR2AwAAQBAJ?fife=w400-h600&source=gbs_api,"Voted America's Best-Loved Novel in PBS's The Great American Read Harper Lee's Pulitzer Prize-winning masterwork of honor and injustice in the deep South—and the heroism of one man in the face of blind and violent hatred One of the most cherished stories of all time, To Kill a Mockingbird has been translated into more than forty languages, sold more than forty million copies worldwide, served as the basis for an enormously popular motion picture, and was voted one of the best novels of the twentieth century by librarians across the country. A gripping, heart-wrenching, and wholly remarkable tale of coming-of-age in a South poisoned by virulent prejudice, it views a world of great beauty and savage inequities through the eyes of a young girl, as her father—a crusading local lawyer—risks everything to defend a black man unjustly accused of a terrible crime."
Unfreedom of the Press,Mark R. Levin,4.9,5956,11,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/LvLwDwAAQBAJ?fife=w400-h600&source=gbs_api,"Six-time New York Times bestselling author, FOX News star, and radio host Mark R. Levin “trounces the news media” (The Washington Times) in this timely and groundbreaking book demonstrating how the great tradition of American free press has degenerated into a standardless profession that has squandered the faith and trust of the public. Unfreedom of the Press is not just another book about the press. In “Levin’s finest work” (Breitbart), he shows how those entrusted with news reporting today are destroying freedom of the press from within—not through actions of government officials, but with its own abandonment of reportorial integrity and objective journalism. With the depth of historical background for which his books are renowned, Levin takes you on a journey through the early American patriot press, which proudly promoted the principles set forth in the Declaration of Independence and the Constitution. This is followed by the early decades of the Republic during which newspapers around the young country were open and transparent about their fierce allegiance to one political party or another. It was only at the start of the Progressive Era and the 20th century that the supposed “objectivity of the press” first surfaced, leaving us where we are today: with a partisan party-press overwhelmingly aligned with a political ideology but hypocritically engaged in a massive untruth as to its real nature."
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,13,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/7ZspwAEACAAJ?fife=w400-h600&source=gbs_api,"Danny is a real-life superhero-in-training learning about his most important superpower of all, the Power to Choose. In this book, YOU decide how Danny's School Day will end by making choices that change the story."
Where the Crawdads Sing,Delia Owens,4.8,87841,15,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/CGVDDwAAQBAJ?fife=w400-h600&source=gbs_api,"NOW A MAJOR MOTION PICTURE—The #1 New York Times bestselling worldwide sensation with more than 18 million copies sold, hailed by The New York Times Book Review as “a painfully beautiful first novel that is at once a murder mystery, a coming-of-age narrative and a celebration of nature.” For years, rumors of the “Marsh Girl” have haunted Barkley Cove, a quiet town on the North Carolina coast. So in late 1969, when handsome Chase Andrews is found dead, the locals immediately suspect Kya Clark, the so-called Marsh Girl. But Kya is not what they say. Sensitive and intelligent, she has survived for years alone in the marsh that she calls home, finding friends in the gulls and lessons in the sand. Then the time comes when she yearns to be touched and loved. When two young men from town become intrigued by her wild beauty, Kya opens herself to a new life—until the unthinkable happens. Where the Crawdads Sing is at once an exquisite ode to the natural world, a heartbreaking coming-of-age story, and a surprising tale of possible murder. Owens reminds us that we are forever shaped by the children we once were, and that we are all subject to the beautiful and violent secrets that nature keeps."
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,8,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/OxQFwgEACAAJ?fife=w400-h600&source=gbs_api,Diary of a Wimpy Kid Book 14
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/P4DFDgAAQBAJ?fife=w400-h600&source=gbs_api,"#1 NEW YORK TIMES BESTSELLER • MORE THAN 5 MILLION COPIES SOLD The first ever self-development book to help millions of people around the globe transform their lives using humor, irreverence, and the occasional curse word—now updated and expanded for its 10th anniversary with a brand-new foreword, reader's guide, and more! In this refreshingly entertaining guide to reshaping your mindset and your life, mega-bestselling author and world-traveling success coach Jen Sincero serves up 27 bite-sized chapters full of hilarious and inspiring stories, sage advice, loving yet firm kicks in the rear, and easy-to-implement exercises to help you: Identify and change the self-sabotaging beliefs and behaviors that stop you from getting what you want. Shift your energy and attract what you desire. Create a life you totally love. And start creating it NOW. Make some damn money already. The kind you've never made before. By the end of You Are a Badass, you’ll understand how to blast past what’s holding you back, make some serious changes, and start living the kind of life that once seemed impossible."
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.7,18979,15,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/u8w_DwAAQBAJ?fife=w400-h600&source=gbs_api,"The #1 Sunday Times and International Bestseller from 'the most influential public intellectual in the Western world right now' (New York Times) What are the most valuable things that everyone should know? Acclaimed clinical psychologist Jordan Peterson has influenced the modern understanding of personality, and now he has become one of the world's most popular public thinkers, with his lectures on topics from the Bible to romantic relationships to mythology drawing tens of millions of viewers. In an era of unprecedented change and polarizing politics, his frank and refreshing message about the value of individual responsibility and ancient wisdom has resonated around the world. In this book, he provides twelve profound and practical principles for how to live a meaningful life, from setting your house in order before criticising others to comparing yourself to who you were yesterday, not someone else today. Happiness is a pointless goal, he shows us. Instead we must search for meaning, not for its own sake, but as a defence against the suffering that is intrinsic to our existence. Drawing on vivid examples from the author's clinical practice and personal life, cutting edge psychology and philosophy, and lessons from humanity's oldest myths and stories, 12 Rules for Life offers a deeply rewarding antidote to the chaos in our lives: eternal truths applied to our modern problems."
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,4.7,5983,3,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/4CovDwAAQBAJ?fife=w400-h600&source=gbs_api,"#1 New York Times Bestseller now in paperback with new material The inspiration for The Comey Rule, the Showtime limited series starring Jeff Daniels premiering September 2020 In his book, former FBI director James Comey shares his never-before-told experiences from some of the highest-stakes situations of his career in the past two decades of American government, exploring what good, ethical leadership looks like, and how it drives sound decisions. His journey provides an unprecedented entry into the corridors of power, and a remarkable lesson in what makes an effective leader. Mr. Comey served as director of the FBI from 2013 to 2017, appointed to the post by President Barack Obama. He previously served as U.S. attorney for the Southern District of New York, and the U.S. deputy attorney general in the administration of President George W. Bush. From prosecuting the Mafia and Martha Stewart to helping change the Bush administration's policies on torture and electronic surveillance, overseeing the Hillary Clinton e-mail investigation as well as ties between the Trump campaign and Russia, Comey has been involved in some of the most consequential cases and policies of recent history."
A Wrinkle in Time (Time Quintet),Madeleine L'Engle,4.5,5153,5,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/SaoDAAAAQBAJ?fife=w400-h600&source=gbs_api,"Fifty years ago, Madeleine L'Engle introduced the world to A Wrinkle in Time and the wonderful and unforgettable characters Meg and Charles Wallace Murry, and their friend Calvin O'Keefe. Now their first three adventures are together in one volume. In the Newbery Award winner A Wrinkle in Time, the children learn that Mr. Murry has been captured by the Dark Thing, and they must time travel to Camazotz to save him. Now a major motion picture! In A Wind in the Door, Meg, Calvin and Mr. Jenkins (their grade school principal) must travel inside C.W. and battle to save Charles's life—as well as the balance of the universe. And in A Swiftly Tilting Planet, Meg's brother Charles Wallace has twenty-four hours to stop the tragedy of nuclear war from occurring. Read the iconic novels that continue to inspire millions of fans around the world. Praise for the A Wrinkle in Time Trilogy: “A Wrinkle in Time is one of my favorite books of all time. I've read it so often, I know it by heart. Meg Murry was my hero growing up. I wanted glasses and braces and my parents to stick me in an attic bedroom. And I so wanted to save Charles Wallace from IT.” —Meg Cabot on A Wrinkle in Time “A book that every young person should read, a book that provides a road map for seeking knowledge and compassion even at the worst of times, a book to make the world a better place.” —Cory Doctorow on A Wrinkle in Time “A suspenseful, life-and-death drama that is of believable cosmic significance. Complex and rich in mystical religious insights, this is breathtaking entertainment.” —School Library Journal, starred review on A Wind in the Door “Madeleine L'Engle mixes classical theology, contemporary family life, and futuristic science fiction to make a completely convincing tale that should put under its spell both readers familiar with the Murrys and those meeting them for the first time.” —The New York Times Book Review on A Wind in the Door “An intricately woven fantasy. . . . Theme is L'Engle's greatest forte, and once again she proves this with a compelling plot, rich in style that vibrates with provocative thoughts on universal love, individual caring, and the need for the joy in living.” —Booklist, starred review on A Swiftly Tilting Planet Books by Madeleine L'Engle A Wrinkle in Time Quintet A Wrinkle in Time A Wind in the Door A Swiftly Tilting Planet Many Waters An Acceptable Time A Wrinkle in Time: The Graphic Novel by Madeleine L'Engle; adapted & illustrated by Hope Larson: A graphic novel adaptation of Madeleine L'Engle's ground-breaking science fiction and fantasy classic. Intergalactic P.S. 3 by Madeleine L'Engle; illustrated by Hope Larson: A standalone story set in the world of A Wrinkle in Time! The Austin Family Chronicles Meet the Austins (Volume 1) The Moon by Night (Volume 2) The Young Unicorns (Volume 3) A Ring of Endless Light (Volume 4) A Newbery Honor book! Troubling a Star (Volume 5) The Polly O'Keefe books The Arm of the Starfish Dragons in the Waters A House Like a Lotus And Both Were Young Camilla The Joys of Love"
Becoming,Michelle Obama,4.8,61133,11,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/YbtNDwAAQBAJ?fife=w400-h600&source=gbs_api,"An intimate, powerful, and inspiring memoir by the former First Lady of the United States #1 NEW YORK TIMES BESTSELLER • WATCH THE EMMY-NOMINATED NETFLIX ORIGINAL DOCUMENTARY • OPRAH’S BOOK CLUB PICK • NAACP IMAGE AWARD WINNER • ONE OF ESSENCE’S 50 MOST IMPACTFUL BLACK BOOKS OF THE PAST 50 YEARS In a life filled with meaning and accomplishment, Michelle Obama has emerged as one of the most iconic and compelling women of our era. As First Lady of the United States of America—the first African American to serve in that role—she helped create the most welcoming and inclusive White House in history, while also establishing herself as a powerful advocate for women and girls in the U.S. and around the world, dramatically changing the ways that families pursue healthier and more active lives, and standing with her husband as he led America through some of its most harrowing moments. Along the way, she showed us a few dance moves, crushed Carpool Karaoke, and raised two down-to-earth daughters under an unforgiving media glare. In her memoir, a work of deep reflection and mesmerizing storytelling, Michelle Obama invites readers into her world, chronicling the experiences that have shaped her—from her childhood on the South Side of Chicago to her years as an executive balancing the demands of motherhood and work, to her time spent at the world’s most famous address. With unerring honesty and lively wit, she describes her triumphs and her disappointments, both public and private, telling her full story as she has lived it—in her own words and on her own terms. Warm, wise, and revelatory, Becoming is the deeply personal reckoning of a woman of soul and substance who has steadily defied expectations—and whose story inspires us to do the same."
Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,4.3,6143,8,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/Ga1oDwAAQBAJ?fife=w400-h600&source=gbs_api,"The New York Times bestselling Crazy Rich Asians series reveals the outrageous world of high-net-worth society with humor and heart. Crazy Rich Asians is now a major motion picture. “There’s rich, there’s filthy rich, and then there’s crazy rich.” —People New Yorker Rachel Chu does not know that her loving boyfriend, Nicholas Young, also happens to be Singapore’s most eligible bachelor and likely heir to a massive fortune. So when she agrees to spend the summer in Nick’s home, her life unexpectedly becomes an obstacle course of old money, new money, nosy relatives, and scheming social climbers. And that’s all before she discovers the true identity of her long-lost father . . . This box set includes the entire trilogy: Crazy Rich Asians, China Rich Girlfriend, and Rich People Problems."
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,5,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/-I5ZR9VNby8C?fife=w400-h600&source=gbs_api,"Dear Zoo is twenty-five years old -- and still as popular as ever! And with an updated look, this children's classic is sure to delight a new generation of readers!"
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,4.9,5062,6,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/vplOxAEACAAJ?fife=w400-h600&source=gbs_api,"Dog Man is the crime-biting canine who is part dog, part man, and ALL hero! This three-book boxed set includes the fourth, fifth, and sixth books in the Dog Man series: Dog Man and Cat Kid, Dog Man: Lord of the Fleas, and Dog Man: Brawl of the Wild. Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including empathy, kindness, persistence, and the importance of being true to one's self."
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235,4,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/GLxbDwAAQBAJ?fife=w400-h600&source=gbs_api,"The heroic hound is send to jail in the sixth Dog Man book from worldwide bestselling author and artist Dav Pilkey. Is Dog Man bad to the bone? The canine cop is sent to the pound for a crime he didn't commit! While his pals work to prove his innocence, Dog Man struggles to find his place among dogs and people. Being a part of both worlds, will he ever fully fit in with one? Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including empathy, kindness, persistence, and the importance of being true to one's self."
Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,4.9,5470,6,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/xRxbswEACAAJ?fife=w400-h600&source=gbs_api,"Howl with laughter with Dog Man, the #1 New York Times bestselling series from Dav Pilkey!"
Educated: A Memoir,Tara Westover,4.7,28729,15,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/2ObWDgAAQBAJ?fife=w400-h600&source=gbs_api,"#1 NEW YORK TIMES, WALL STREET JOURNAL, AND BOSTON GLOBE BESTSELLER • One of the most acclaimed books of our time: an unforgettable memoir about a young woman who, kept out of school, leaves her survivalist family and goes on to earn a PhD from Cambridge University “Extraordinary . . . an act of courage and self-invention.”—The New York Times NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY THE NEW YORK TIMES BOOK REVIEW • ONE OF PRESIDENT BARACK OBAMA’S FAVORITE BOOKS OF THE YEAR • BILL GATES’S HOLIDAY READING LIST • FINALIST: National Book Critics Circle’s Award In Autobiography and John Leonard Prize For Best First Book • PEN/Jean Stein Book Award • Los Angeles Times Book Prize Born to survivalists in the mountains of Idaho, Tara Westover was seventeen the first time she set foot in a classroom. Her family was so isolated from mainstream society that there was no one to ensure the children received an education, and no one to intervene when one of Tara’s older brothers became violent. When another brother got himself into college, Tara decided to try a new kind of life. Her quest for knowledge transformed her, taking her over oceans and across continents, to Harvard and to Cambridge University. Only then would she wonder if she’d traveled too far, if there was still a way home. “Beautiful and propulsive . . . Despite the singularity of [Westover’s] childhood, the questions her book poses are universal: How much of ourselves should we give to those we love? And how much must we betray them to grow up?”—Vogue NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The Washington Post • O: The Oprah Magazine • Time • NPR • Good Morning America • San Francisco Chronicle • The Guardian • The Economist • Financial Times • Newsday • New York Post • theSkimm • Refinery29 • Bloomberg • Self • Real Simple • Town & Country • Bustle • Paste • Publishers Weekly • Library Journal • LibraryReads • Book Riot • Pamela Paul, KQED • New York Public Library"
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/7V8InwEACAAJ?fife=w400-h600&source=gbs_api,Roman de science-fiction - incendie - lecture - livre.
Fear: Trump in the White House,Bob Woodward,4.4,6042,2,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/wKRkDwAAQBAJ?fife=w400-h600&source=gbs_api,"OVER 2 MILLION COPIES SOLD RUNAWAY #1 NEW YORK TIMES BESTSELLER SENSATIONAL #1 INTERNATIONAL BESTSELLER “Explosive.”—The Washington Post “Devastating.”—The New Yorker “Unprecedented.”—CNN “Great reporting...astute.”—Hugh Hewitt THE INSIDE STORY ON PRESIDENT TRUMP, AS ONLY BOB WOODWARD CAN TELL IT With authoritative reporting honed through nine presidencies, author Bob Woodward reveals in unprecedented detail the harrowing life inside President Donald Trump’s White House and precisely how he makes decisions on major foreign and domestic policies. Fear is the most intimate portrait of a sitting president ever published during the president’s first years in office. The focus is on the explosive debates and the decision-making in the Oval Office, the Situation Room, Air Force One and the White House residence. Woodward draws from hundreds of hours of interviews with firsthand sources, meeting notes, personal diaries, files and documents. Often with day-by-day details, dialogue and documentation, Fear tracks key foreign issues from North Korea, Afghanistan, Iran, the Middle East, NATO, China and Russia. It reports in-depth on Trump’s key domestic issues particularly trade and tariff disputes, immigration, tax legislation, the Paris Climate Accord and the racial violence in Charlottesville in 2017. Fear presents vivid details of the negotiations between Trump’s attorneys and Robert Mueller, the special counsel in the Russia investigation, laying out for the first time the meeting-by-meeting discussions and strategies. It discloses how senior Trump White House officials joined together to steal draft orders from the president’s Oval Office desk so he would not issue directives that would jeopardize top secret intelligence operations. “It was no less than an administrative coup d’état,” Woodward writes, “a nervous breakdown of the executive power of the most powerful country in the world.”"
Fire and Fury: Inside the Trump White House,Michael Wolff,4.2,13677,6,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/E3M-DwAAQBAJ?fife=w400-h600&source=gbs_api,"#1 New York Times Bestseller With extraordinary access to the West Wing, Michael Wolff reveals what happened behind-the-scenes in the first nine months of the most controversial presidency of our time in Fire and Fury: Inside the Trump White House. Since Donald Trump was sworn in as the 45th President of the United States, the country—and the world—has witnessed a stormy, outrageous, and absolutely mesmerizing presidential term that reflects the volatility and fierceness of the man elected Commander-in-Chief. This riveting and explosive account of Trump’s administration provides a wealth of new details about the chaos in the Oval Office, including: -- What President Trump’s staff really thinks of him -- What inspired Trump to claim he was wire-tapped by President Obama -- Why FBI director James Comey was really fired -- Why chief strategist Steve Bannon and Trump’s son-in-law Jared Kushner couldn’t be in the same room -- Who is really directing the Trump administration’s strategy in the wake of Bannon’s firing -- What the secret to communicating with Trump is -- What the Trump administration has in common with the movie The Producers Never before in history has a presidency so divided the American people. Brilliantly reported and astoundingly fresh, Fire and Fury shows us how and why Donald Trump has become the king of discord and disunion. “Essential reading.”—Michael D’Antonio, author of Never Enough: Donald Trump and the Pursuit of Success, CNN.com “Not since Harry Potter has a new book caught fire in this way...[Fire and Fury] is indeed a significant achievement, which deserves much of the attention it has received.”—The Economist"
First 100 Words,Roger Priddy,4.7,17323,4,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/b39IAwAAQBAJ?fife=w400-h600&source=gbs_api,"Presents pictures of individually labeled items that are grouped into sections based on what they are, such as things that go, pets, and food."
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/h4vktgEACAAJ?fife=w400-h600&source=gbs_api,"Celebrate the 20th birthday of much-loved picture book classic, Giraffes Can't Dance, with this special new edition featuring a super-shiny cover! Gerald the giraffe longs to go to the great Jungle Dance, but how can he join in when he doesn't know how to tango or two-step? Everyone knows that giraffes can't dance ... or can they? A funny, touching and triumphant story about being yourself and finding your own tune, Giraffes Can't Dance has been a family favourite for 20 years. ""All toddlers should grow up reading this"" Daily Mail ""A modern classic"" Baby & Me ""A joyful read about an outsider who finds acceptance on his own terms . . . there's also a simple moral about tolerance and daring to be different"" Junior ""A fantastically funny and wonderfully colourful romp"" Daily Telegraph"
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/YZMoDwAAQBAJ?fife=w400-h600&source=gbs_api,"#1 NEW YORK TIMES BESTSELLER – OVER 3 MILLION COPIES SOLD Do you ever suspect that everyone else has life figured out and you don’t have a clue? If so, Rachel Hollis has something to tell you: that’s a lie. If you have ever said any of these things to yourself . . . Something else will make me happy. I’m not a good mom. I will never get past this. I am defined by my weight. I should be further along by now. . . . then you could benefit from the unflinching faith and rock-hard tenacity Rachel Hollis has in store for you. In this challenging but conversational book, Rachel exposes the twenty lies and misconceptions that too often hold us back from living joyfully and productively, lies we’ve told ourselves so often we don’t even hear them anymore. Rachel is real and talks about real issues. More than that, she reveals the specific practical strategies that helped her move past them. In the process, she encourages, entertains, and even kicks a little butt, all to convince you to do whatever it takes to get real and become the joyous, confident woman you were meant to be. Because you really can live with passion and hustle – and give yourself grace without giving up."
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/0yoOvgAACAAJ?fife=w400-h600&source=gbs_api,"This gentle bedtime story, which has lulled generations of children to sleep, is the perfect first book to share at bedtime. In a great green room a little bunny is tucked up snugly and safely in bed and is getting ready to say goodnight to all the familiar things in his room, one by one. Margaret Wise Brown's comforting, rhythmical text accompanied by the warmth of Clement Hurd's classic mid-century illustrations make Goodnight Moon a timeless picture book, which is known and loved around the world."
Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,4.8,3776,22,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/0tdWDwAAQBAJ?fife=w400-h600&source=gbs_api,"In Homebody: A Guide to Creating Spaces You Never Want to Leave, Joanna Gaines walks you through how to create a home that reflects the personalities and stories of the people who live there. Using examples from her own farmhouse as well as a range of other homes, this comprehensive guide will help you assess your priorities and instincts, as well as your likes and dislikes, with practical steps for navigating and embracing your authentic design style. Room by room, Homebody gives you an in-depth look at how these styles are implemented as well as how to blend the looks you're drawn to in order to create spaces that feel distinctly yours. A design template at the end of the book offers a step-by-step guide to planning and sketching out your own design plans. The insight shared in Homebody will instill in you the confidence to thoughtfully create spaces you never want to leave."
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/IE5nzgEACAAJ?fife=w400-h600&source=gbs_api,"In the present book, How to Win Friends and Influence People, Dale Carnegie says, ""You can make someone want to do what you want them to do by seeing the situation from the other person's point of view and arousing in the other person an eager want."" You learn how to make people like you, win people over to your way of thinking, and change people without causing offense or arousing resentment. For instance, ""let the other person feel that the idea is his or hers"" and ""talk about your own mistakes before criticizing the other person."" This book is all about building relationships. With good relationships, personal and business successes are easy and swift to achieve."
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/OFLPvAEACAAJ?fife=w400-h600&source=gbs_api,"""500 recipes for any budget. Recipes are listed step by step in a clear and understandable manner. With this cookbook, you will cook better, tastier and faster meals for yourself and your family.""--Amazon.com."
Little Fires Everywhere,Celeste Ng,4.5,25706,12,2018,Fiction,https://books.google.com/books/publisher/content/images/frontcover/OsUPDgAAQBAJ?fife=w400-h600&source=gbs_api,"The #1 New York Times bestseller! “Witty, wise, and tender. It's a marvel.” —Paula Hawkins, author of The Girl on the Train and A Slow Fire Burning “To say I love this book is an understatement. It’s a deep psychological mystery about the power of motherhood, the intensity of teenage love, and the danger of perfection. It moved me to tears.” —Reese Witherspoon From the bestselling author of Everything I Never Told You and Our Missing Hearts comes a riveting novel that traces the intertwined fates of the picture-perfect Richardson family and the enigmatic mother and daughter who upend their lives. In Shaker Heights, a placid, progressive suburb of Cleveland, everything is planned—from the layout of the winding roads, to the colors of the houses, to the successful lives its residents will go on to lead. And no one embodies this spirit more than Elena Richardson, whose guiding principle is playing by the rules. Enter Mia Warren—an enigmatic artist and single mother—who arrives in this idyllic bubble with her teenaged daughter Pearl, and rents a house from the Richardsons. Soon Mia and Pearl become more than tenants: all four Richardson children are drawn to the mother-daughter pair. But Mia carries with her a mysterious past and a disregard for the status quo that threatens to upend this carefully ordered community. When old family friends of the Richardsons attempt to adopt a Chinese-American baby, a custody battle erupts that dramatically divides the town—and puts Mia and Elena on opposing sides. Suspicious of Mia and her motives, Elena is determined to uncover the secrets in Mia’s past. But her obsession will come at unexpected and devastating costs. Little Fires Everywhere explores the weight of secrets, the nature of art and identity, and the ferocious pull of motherhood—and the danger of believing that following the rules can avert disaster. Named a Best Book of the Year by: People, The Washington Post, Bustle, Esquire, Southern Living, The Daily Beast, GQ, Entertainment Weekly, NPR, Amazon, Barnes & Noble, iBooks, Audible, Goodreads, Library Reads, Book of the Month, Paste, Kirkus Reviews, St. Louis Post-Dispatch, and many more... Perfect for book clubs! Visit celesteng.com for discussion guides and more."
Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,4.8,9867,16,2018,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/MEWdEAAAQBAJ?fife=w400-h600&source=gbs_api,"Joanna Gaines—cofounder of Magnolia, cook and host of Magnolia Table with Joanna Gaines, and New York Times bestselling author—brings us her third cookbook filled with timeless and nostalgic recipes—now reimagined—for today’s home cook. Whether it’s in the making, the gathering, or the tasting of something truly delicious, this collection of recipes from Magnolia Table, Volume 3 is an invitation to savor every moment. In Joanna’s first cookbook, the #1 New York Times bestselling Magnolia Table, she introduced readers to her favorite passed-down family recipes. For her second cookbook, Magnolia Table, Volume 2, she pushed herself beyond her comfort zone to develop new recipes for her family. In this, her third cookbook, Joanna shares the recipes—old and new—that she’s enjoyed the most over the years. The result is a cookbook filled with recipes that are timeless, creative, and delicious! Just as in her past books, within each recipe Joanna speaks to the reader, explaining why she likes a recipe, what inspired her to create it in the first place, and how she prefers to serve it. The book is beautifully photographed and filled with dishes you will want to bring into your own home, including: Honey Butter Layered Biscuit Bites Bananas Foster Pancakes Brussels Sprout Gruyére Gratin White Chicken Alfredo Lasagna Garlic Shrimp over Parmesan Risotto Peanut Butter Pie Brownie Cookies"
